Estado,No cultivo,Cultivo,Tipo / Variedad,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Unidad de medida,Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción  (miles de Pesos)
DURANGO,60,MANGO,Mango criollo,239,230,0,Tonelada,994.15,4.32,4722.39,4694.77
DURANGO,61,MANGO,Mango paraíso (petacón),160,150,0,Tonelada,570,3.8,4400,2508
DURANGO,62,MANO DE LEÓN,Mano de león s/clasificar,18,18,0,Tonelada,295.92,16.44,8500,2515.32
DURANGO,63,MANZANA,Manzana golden delicious,1,1,0,Tonelada,6.3,6.3,6200,39.06
DURANGO,64,MANZANA,Manzana red delicious,6373.95,6172.95,0,Tonelada,25487.33,4.13,4618.68,117717.69
DURANGO,65,MANZANA,Manzana rome beauty,399,397,0,Tonelada,1627.7,4.1,4295.97,6992.55
DURANGO,66,MANZANA,Manzana starking,1293,1229,0,Tonelada,5530.5,4.5,4294.79,23752.35
DURANGO,67,MELÓN,Melón cantaloupe,1662.5,1662.5,0,Tonelada,54162.3,32.58,5145.13,278672.18
DURANGO,68,MEMBRILLO,Membrillo s/clasificar,288,288,0,Tonelada,1659.78,5.76,3014.34,5003.15
DURANGO,69,NARANJA,Naranja criolla,4,0,0,Tonelada,0,0,0,0
DURANGO,70,NARANJA,Naranja valencia,276.5,253.5,0,Tonelada,853.26,3.37,4873.12,4158.04
DURANGO,71,NOPALITOS,Nopalitos s/clasificar,62.68,56.68,0,Tonelada,2828.1,49.9,4924.77,13927.75
DURANGO,72,NUEZ,Nuez encarcelada (pecanera),6805.61,5686.47,0,Tonelada,8456.22,1.49,78251.59,661712.65
DURANGO,73,PAPA,Papa alpha (blanca),389,389,0,Tonelada,4578.31,11.77,11815.81,54096.43
DURANGO,74,PASTOS Y PRADERAS,Pastos y praderas ballico,429,429,0,Tonelada,15810,36.85,409.78,6478.6
DURANGO,75,PASTOS Y PRADERAS,Pastos y praderas bermuda,60,60,0,Tonelada,2400,40,350,840
DURANGO,76,PASTOS Y PRADERAS,Pastos y praderas buffel,8594.5,8569.5,0,Tonelada,273678.79,31.94,415.05,113589.89
DURANGO,77,PASTOS Y PRADERAS,Pastos y praderas estrella,28,28,0,Tonelada,1189,42.46,635,755.02
DURANGO,78,PASTOS Y PRADERAS,Pastos y praderas rye grass,357,357,0,Tonelada,18453.5,51.69,428.34,7904.35
DURANGO,79,PASTOS Y PRADERAS,Pastos y praderas sudan,36,29,7,Tonelada,590,20.34,431.19,254.4
DURANGO,80,PEPINO,Pepino americano chino,1,1,0,Tonelada,30,30,4904.33,147.13
DURANGO,81,PEPINO,Pepino americano chino invernadero,15.56,15.56,0,Tonelada,1486.75,95.55,7578.24,11266.95
DURANGO,82,PERA,Pera s/clasificar,141,141,0,Tonelada,634.78,4.5,3375.69,2142.82
DURANGO,83,SÁBILA,Sábila s/clasificar,1.5,0,0,Tonelada,0,0,0,0
DURANGO,84,SANDÍA,Sandía cambray (sangría),1.5,1.5,0,Tonelada,57.9,38.6,3500,202.65
DURANGO,85,SANDÍA,Sandía charleston (gray),536.6,497.58,39.02,Tonelada,23087.66,46.4,3072.52,70937.38
DURANGO,86,SEMILLA DE AVENA GRANO,Semilla de avena grano s/clasificar,686.8,686.8,0,Tonelada,2304.68,3.36,9255.87,21331.83
DURANGO,87,SEMILLA DE FRIJOL,Semilla de frijol pinto saltillo,602,602,0,Tonelada,1241.83,2.06,23885.55,29661.8
DURANGO,88,SEMILLA DE MAÍZ GRANO,Semilla de maíz grano blanco,4.4,4.4,0,Tonelada,25.5,5.8,14436.54,368.13
DURANGO,89,SEMILLA DE TRIGO GRANO,Semilla de trigo grano suave,176,176,0,Tonelada,1004.73,5.71,12552.93,12612.31
DURANGO,90,SORGO ESCOBERO,Sorgo escobero s/clasificar,301,301,0,Tonelada,728.92,2.42,6150.21,4483.01
DURANGO,91,SORGO FORRAJERO EN VERDE,Sorgo forrajero en verde s/clasificar,14885.9,14594.9,291,Tonelada,412549.91,28.27,576.85,237979.42
DURANGO,92,SORGO GRANO,Sorgo grano s/clasificar,4803.5,4780,23.5,Tonelada,9857.54,2.06,3595.66,35444.4
DURANGO,93,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) bola,4,4,0,Tonelada,142,35.5,7500,1065
DURANGO,94,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette,33,33,0,Tonelada,1489,45.12,6780.14,10095.63
DURANGO,95,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero,205.33,205.33,0,Tonelada,25907.51,126.17,8417.49,218076.22
DURANGO,96,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette malla sombra,52,52,0,Tonelada,10330.54,198.66,8650,89359.17
DURANGO,97,TOMATE VERDE,Tomate verde s/clasificar,3,3,0,Tonelada,62.48,20.83,8000,499.84
DURANGO,98,TORONJA (POMELO),Toronja (pomelo) criolla,199,181,0,Tonelada,581.1,3.21,5333.78,3099.46
DURANGO,99,TRIGO FORRAJERO VERDE,Trigo forrajero verde s/clasificar,178,178,0,Tonelada,6641,37.31,600.13,3985.46
DURANGO,100,TRIGO GRANO,Trigo grano corto y tenaz,7324,7299,25,Tonelada,19994.02,2.74,3656.1,73100.13
DURANGO,101,TRIGO GRANO,Trigo grano suave,305,305,0,Tonelada,594.75,1.95,3600,2141.1
DURANGO,102,TRITICALE FORRAJERO EN VERDE,Triticale forrajero en verde s/clasificar,1935,1935,0,Tonelada,61870,31.97,533.3,32995.08
DURANGO,103,TUNA,Tuna criolla,24,2,0,Tonelada,33.4,16.7,3800,126.92
DURANGO,104,UVA,Uva fruta,6,6,0,Tonelada,49.08,8.18,11200,549.7
DURANGO,105,ZANAHORIA,Zanahoria emperador,3.11,3.11,0,Tonelada,26.34,8.47,4550,119.85
DURANGO,106,ZANAHORIA,Zanahoria nantes,1.54,1.54,0,Tonelada,35.73,23.2,3800,135.77
DURANGO,107,ZEMPOALXOCHITL,Zempoalxochitl s/clasificar,20,20,0,Tonelada,279.6,13.98,9000,2516.4
GUANAJUATO,1,ACEITUNA,Aceituna negra,4.5,4.5,0,Tonelada,14.4,3.2,13900,200.16
GUANAJUATO,2,ACELGA,Acelga s/clasificar,16.57,16.57,0,Tonelada,335.27,20.23,3574.94,1198.57
GUANAJUATO,3,AGAVE,Agave mezcalero,5660,1901,0,Tonelada,66585,35.03,6690.01,445454.01
GUANAJUATO,4,AGAVE,Agave tequilero,7754,3168,0,Tonelada,256619.73,81,5740.9,1473228.36
GUANAJUATO,5,AGUACATE,Aguacate criollo,137,82,0,Tonelada,564.95,6.89,10810.88,6107.6
GUANAJUATO,6,AGUACATE,Aguacate hass,136,120,0,Tonelada,695.5,5.8,13644.36,9489.65
GUANAJUATO,7,AJO,Ajo blanco,859,859,0,Tonelada,9518.95,11.08,21451.16,204192.54
GUANAJUATO,8,AJO,Ajo blanco orgánico,36.5,36.5,0,Tonelada,450.41,12.34,22820,10278.36
GUANAJUATO,9,AJO,Ajo morado,358,358,0,Tonelada,3538.3,9.88,22313.35,78951.32
GUANAJUATO,10,ALCACHOFA,Alcachofa s/clasificar,81,81,0,Tonelada,889.5,10.98,13125.38,11675.03
GUANAJUATO,11,ALFALFA VERDE,Alfalfa verde s/clasificar,44169.2,44169.2,0,Tonelada,3575703.47,80.95,632.9,2263049.64
GUANAJUATO,12,ANÍS,Anís s/clasificar,36.4,36.4,0,Tonelada,59.95,1.65,22153.21,1328.09
GUANAJUATO,13,APIO,Apio orgánico,88,88,0,Tonelada,2534,28.8,10711.01,27141.7
GUANAJUATO,14,APIO,Apio s/clasificar,777,777,0,Tonelada,34263.3,44.1,5482.4,187845.1
GUANAJUATO,15,ARÁNDANO,Arándano azul (blueberry),14,2,0,Tonelada,5.8,2.9,55000,319
GUANAJUATO,16,ARÁNDANO,Arándano azul (blueberry) macro túnel,10,0,0,Tonelada,0,0,0,0
GUANAJUATO,17,ÁRBOL DE NAVIDAD (PLANTA),Árbol de navidad (planta) s/clasificar,1,1,0,Planta,260,260,370,96.2
GUANAJUATO,18,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,21200.28,21200.28,0,Tonelada,375892.03,17.73,458.67,172409.73
GUANAJUATO,19,AVENA GRANO,Avena grano s/clasificar,40,40,0,Tonelada,188.75,4.72,4028.48,760.38
GUANAJUATO,20,BETABEL,Betabel exportación,8.4,8.4,0,Tonelada,294,35,4780,1405.32
GUANAJUATO,21,BETABEL,Betabel s/clasificar,2.5,2.5,0,Tonelada,66.25,26.5,2500,165.63
GUANAJUATO,22,BRÓCOLI,Brócoli orgánico,184,184,0,Tonelada,2890.2,15.71,10169.38,29391.55
GUANAJUATO,23,BRÓCOLI,Brócoli s/clasificar,22875.5,22875.5,0,Tonelada,361767.81,15.81,5681.61,2055424.78
GUANAJUATO,24,CACAHUATE,Cacahuate s/clasificar,780.45,780.45,0,Tonelada,1724.64,2.21,12496.61,21552.16
GUANAJUATO,25,CALABACITA,Calabacita italiana (zucchini),727.81,727.81,0,Tonelada,9641.39,13.25,4564.73,44010.38
GUANAJUATO,26,CALABACITA,Calabacita italiana (zucchini) invernadero,2.86,2.86,0,Tonelada,183.04,64,3925.61,718.54
GUANAJUATO,27,CALABAZA,Calabaza de castilla,33,33,0,Tonelada,411.3,12.46,3041.63,1251.02
GUANAJUATO,28,CAMOTE,Camote s/clasificar,363,363,0,Tonelada,9300.39,25.62,4113.7,38259
GUANAJUATO,29,CAÑA DE AZÚCAR FRUTA,Caña de azúcar fruta s/clasificar,2.5,2.5,0,Tonelada,85,34,1680,142.8
GUANAJUATO,30,CEBADA FORRAJERA EN VERDE,Cebada forrajera en verde s/clasificar,1715,1715,0,Tonelada,41295.5,24.08,394.67,16298.07
GUANAJUATO,31,CEBADA GRANO,Cebada grano s/clasificar,73934.7,73934.7,0,Tonelada,369176.64,4.99,4243.57,1566626.55
GUANAJUATO,32,CEBOLLA,Cebolla blanca,7954.6,7954.6,0,Tonelada,197623.4,24.84,5742.15,1134782.78
GUANAJUATO,33,CEBOLLA,Cebolla morada,142,142,0,Tonelada,3647.5,25.69,5127.86,18703.88
GUANAJUATO,34,CHABACANO,Chabacano s/clasificar,10,10,0,Tonelada,38,3.8,3500,133
GUANAJUATO,35,CHAYOTE,Chayote s/clasificar,6,6,0,Tonelada,67.8,11.3,4690.27,318
GUANAJUATO,36,CHÍA,Chía s/clasificar,58,58,0,Tonelada,47,0.81,35127.66,1651
GUANAJUATO,37,CHÍCHARO,Chícharo s/clasificar,112,112,0,Tonelada,811.78,7.25,7841.72,6365.75
GUANAJUATO,38,CHILE VERDE,Chile verde chilaca,60,60,0,Tonelada,1008,16.8,9495.54,9571.5
GUANAJUATO,39,CHILE VERDE,Chile verde jalapeño,438.5,438.5,0,Tonelada,8366.61,19.08,6144.17,51405.91
GUANAJUATO,40,CHILE VERDE,Chile verde morrón (bell pepper),80,80,0,Tonelada,1576,19.7,16119.29,25404
GUANAJUATO,41,CHILE VERDE,Chile verde morrón (bell pepper) invernadero,307.7,307.7,0,Tonelada,37482.6,121.82,11814.34,442832.02
GUANAJUATO,42,CHILE VERDE,Chile verde morrón (bell pepper) malla sombra,2,2,0,Tonelada,194.4,97.2,10520,2045.09
GUANAJUATO,43,CHILE VERDE,Chile verde morrón (bell pepper) malla sombra orgánico exportación,2.5,2.5,0,Tonelada,247,98.8,17790,4394.13
GUANAJUATO,44,CHILE VERDE,Chile verde poblano,3106.5,3106.5,0,Tonelada,46991.75,15.13,9841.39,462464.19
GUANAJUATO,45,CHILE VERDE,Chile verde poblano invernadero,39,39,0,Tonelada,3893.73,99.84,7340.49,28581.9
GUANAJUATO,46,CHILE VERDE,Chile verde serrano,316.5,316.5,0,Tonelada,5015.84,15.85,7400.03,37117.37
GUANAJUATO,47,CILANTRO,Cilantro s/clasificar,110.68,110.68,0,Tonelada,1996.96,18.04,3910.24,7808.6
GUANAJUATO,48,CIRUELA,Ciruela del país,5,5,0,Tonelada,21,4.2,3300,69.3
GUANAJUATO,49,COL (REPOLLO),Col (repollo) blanca,460.2,460.2,0,Tonelada,9816.76,21.33,3542.69,34777.78
GUANAJUATO,50,COL (REPOLLO),Col (repollo) morada,35,35,0,Tonelada,712,20.34,5775.84,4112.4
GUANAJUATO,51,COL (REPOLLO),Col (repollo) morada orgánico,53,53,0,Tonelada,893,16.85,6856.85,6123.17
GUANAJUATO,52,COL DE BRUSELAS,Col de bruselas orgánico,38,38,0,Tonelada,607.4,15.98,11566.55,7025.52
GUANAJUATO,53,COLIFLOR,Coliflor s/clasificar,1297,1297,0,Tonelada,31486.5,24.28,5246.34,165188.94
GUANAJUATO,54,COMINO,Comino s/clasificar,18,18,0,Tonelada,27,1.5,34000,918
GUANAJUATO,55,DURAZNO,Durazno criollo,124.75,123.75,0,Tonelada,800.5,6.47,6340.8,5075.81
GUANAJUATO,56,EBO (JANAMARGO O VEZA),Ebo (janamargo o veza) forrajero,62,62,0,Tonelada,1401.2,22.6,780,1092.94
GUANAJUATO,57,ELOTE,Elote s/clasificar,999,999,0,Tonelada,21989.3,22.01,2238.95,49232.89
GUANAJUATO,58,ESPÁRRAGO,Espárrago s/clasificar,3649,3581,0,Tonelada,33218.72,9.28,32350.93,1074656.65
GUANAJUATO,59,ESPINACA,Espinaca orgánico,60,60,0,Tonelada,915,15.25,7568.14,6924.85
GUANAJUATO,60,ESPINACA,Espinaca s/clasificar,560.5,560.5,0,Tonelada,10884.6,19.42,4346.14,47306.01
GUANAJUATO,61,FRESA,Fresa invernadero,63,63,0,Tonelada,4796.88,76.14,9386.82,45027.45
GUANAJUATO,62,FRESA,Fresa macro túnel,504,504,0,Tonelada,36524.96,72.47,10352.8,378135.5
GUANAJUATO,63,FRESA,Fresa malla sombra,48,48,0,Tonelada,3008.4,62.68,9105.02,27391.53
GUANAJUATO,64,FRESA,Fresa s/clasificar,478,478,0,Tonelada,13336.46,27.9,8733.94,116479.79
GUANAJUATO,65,FRIJOL,Frijol flor de junio,15286.31,14786.31,500,Tonelada,11879.57,0.8,11406.02,135498.6
GUANAJUATO,66,FRIJOL,Frijol flor de mayo,25667.5,25367.5,300,Tonelada,21741.32,0.86,11137.6,242146.19
GUANAJUATO,67,FRIJOL,Frijol marcela,1139,1139,0,Tonelada,803.94,0.71,12513.29,10059.93
GUANAJUATO,68,FRIJOL,Frijol negro querétaro,7993,7593,400,Tonelada,3134.52,0.41,12847.27,40270.03
GUANAJUATO,69,FRIJOL,Frijol negro san luis,12866,12866,0,Tonelada,5233.34,0.41,13300.2,69604.45
GUANAJUATO,70,FRIJOL,Frijol otros claros,500,500,0,Tonelada,125,0.25,10000,1250
GUANAJUATO,71,FRIJOL,Frijol otros negros,252,252,0,Tonelada,110.88,0.44,9753.65,1081.48
GUANAJUATO,72,FRIJOL,Frijol peruano,572,472,100,Tonelada,1120.25,2.37,12625.91,14144.17
GUANAJUATO,73,FRIJOL,Frijol pinto nacional,1599,1599,0,Tonelada,1591.17,1,10035.38,15967.99
GUANAJUATO,74,FRIJOL,Frijol pinto saltillo,4300,4195,105,Tonelada,2498.47,0.6,12192.58,30462.78
GUANAJUATO,75,GARBANZO FORRAJERO,Garbanzo forrajero s/clasificar,540,540,0,Tonelada,1782,3.3,987,1758.83
GUANAJUATO,76,GARBANZO GRANO,Garbanzo grano blanco,5554.29,5554.29,0,Tonelada,9070.25,1.63,8435.59,76512.95
GUANAJUATO,77,GARBANZO PORQUERO,Garbanzo porquero s/clasificar,568,563,5,Tonelada,620.4,1.1,3186.37,1976.83
GUANAJUATO,78,GIRASOL,Girasol s/clasificar,587.5,587.5,0,Tonelada,1245.1,2.12,7192.98,8955.99
GUANAJUATO,79,GRANADA,Granada roja,73,70,0,Tonelada,1069.47,15.28,7197.57,7697.59
GUANAJUATO,80,GUAYABA,Guayaba criolla,106,104,0,Tonelada,745.48,7.17,5398.04,4024.13
GUANAJUATO,81,HABA GRANO,Haba grano s/clasificar,6.5,6.5,0,Tonelada,9.1,1.4,6500,59.15
GUANAJUATO,82,"HONGOS, SETAS Y CHAMPIÑONES",Hongos chanpiñones invernadero,8.7,8.7,0,Tonelada,3480,400,27650,96222
GUANAJUATO,83,"HONGOS, SETAS Y CHAMPIÑONES",Hongos chanpiñones invernadero exportación,9,9,0,Tonelada,3690,410,32600,120294
GUANAJUATO,84,"HONGOS, SETAS Y CHAMPIÑONES",Hongos setas invernadero,0.3,0.3,0,Tonelada,108,360,28500,3078
GUANAJUATO,85,JÍCAMA,Jícama s/clasificar,851.5,851.5,0,Tonelada,30408.75,35.71,2560.56,77863.54
GUANAJUATO,86,KALE,Kale s/clasificar,87,87,0,Tonelada,1821.3,20.93,4344.38,7912.43
GUANAJUATO,87,LECHUGA,Lechuga orejona,905,905,0,Tonelada,17670.15,19.53,3757.95,66403.5
GUANAJUATO,88,LECHUGA,Lechuga romana,5917.4,5917.4,0,Tonelada,119896.33,20.26,3609.77,432797.66
GUANAJUATO,89,LECHUGA,Lechuga romana invernadero orgánico,25,25,0,Tonelada,483.4,19.34,7583.04,3665.64
GUANAJUATO,90,LECHUGA,Lechuga romana orgánico,196.1,196.1,0,Tonelada,3733.54,19.04,7742.5,28906.94
GUANAJUATO,91,LENTEJA,Lenteja s/clasificar,1164,1164,0,Tonelada,1239.64,1.06,11365.6,14089.25
GUANAJUATO,92,LIMÓN,Limón agrio (mexicano),8,5.5,0,Tonelada,40.42,7.35,5664.03,228.94
GUANAJUATO,93,MAGUEY PULQUERO (MILES DE LTS.),Maguey pulquero (miles de lts.) aguamiel,5,3,0,Miles de lts.,75,25,4950,371.25
GUANAJUATO,94,MAÍZ FORRAJERO EN VERDE,Maíz forrajero en verde s/clasificar,6625,6625,0,Tonelada,386897,58.4,604.56,233904.13
GUANAJUATO,95,MAÍZ GRANO,Maíz grano amarillo,3877,3877,0,Tonelada,37243.18,9.61,3507.85,130643.56
GUANAJUATO,96,MAÍZ GRANO,Maíz grano blanco,385011,383544,1467,Tonelada,1605592.19,4.19,3513.84,5641798.14
GUANAJUATO,97,MANZANA,Manzana criolla,3,3,0,Tonelada,12,4,7525,90.3
GUANAJUATO,98,MANZANA,Manzana red delicious,17,15,0,Tonelada,41.5,2.77,6807.83,282.52
GUANAJUATO,99,MELÓN,Melón cantaloupe,42,42,0,Tonelada,930.5,22.15,3360.36,3126.82
GUANAJUATO,100,MEMBRILLO,Membrillo s/clasificar,15,15,0,Tonelada,57,3.8,6729.73,383.59
GUANAJUATO,101,NAPA,Napa s/clasificar,50.75,50.75,0,Tonelada,1093.25,21.54,4730.29,5171.39
GUANAJUATO,102,NOPALITOS,Nopalitos s/clasificar,249.5,244.5,0,Tonelada,6120.83,25.03,4949.75,30296.55
GUANAJUATO,103,NUEZ,Nuez de castilla s/clasificar,35,16,0,Tonelada,22.4,1.4,45200,1012.48
GUANAJUATO,104,NUEZ,Nuez encarcelada (pecanera),45,45,0,Tonelada,68.75,1.53,50676.36,3484
GUANAJUATO,105,PAK CHOI,Pak choi s/clasificar,18.5,18.5,0,Tonelada,459.73,24.85,5850,2689.42
GUANAJUATO,106,PAPA,Papa alpha (blanca),592,592,0,Tonelada,23743,40.11,5892.94,139916.12
GUANAJUATO,107,PASTOS Y PRADERAS,Pastos y praderas buffel,1246.1,1246.1,0,Tonelada,37643.72,30.21,412.6,15531.92
GUANAJUATO,108,PASTOS Y PRADERAS,Pastos y praderas estrella,20,20,0,Tonelada,1780,89,270.63,481.72
GUANAJUATO,109,PASTOS Y PRADERAS,Pastos y praderas ever green,2591,2589,0,Tonelada,43117.44,16.65,434.37,18728.77
GUANAJUATO,110,PASTOS Y PRADERAS,Pastos y praderas rye grass,12,12,0,Tonelada,540,45,272.34,147.06
GUANAJUATO,111,PASTOS Y PRADERAS,Pastos y praderas sudan,200,200,0,Tonelada,15061.04,75.31,536.07,8073.8
GUANAJUATO,112,PEPINO,Pepino americano chino,60.5,60.5,0,Tonelada,1760,29.09,5777.27,10168
GUANAJUATO,113,PEPINO,Pepino americano chino invernadero,35.9,35.9,0,Tonelada,3466.15,96.55,3978.93,13791.55
GUANAJUATO,114,PEPINO,Pepino americano chino malla sombra,4,4,0,Tonelada,392.4,98.1,3000,1177.2
GUANAJUATO,115,PEPINO,Pepino blanco,308.3,308.3,0,Tonelada,7851.24,25.47,4902.74,38492.55
GUANAJUATO,116,PEPINO,Pepino pickle,901,901,0,Tonelada,28600,31.74,4588.15,131221.16
GUANAJUATO,117,PEPINO,Pepino pickle invernadero,26.75,26.75,0,Tonelada,2828.5,105.74,4960.48,14030.73
GUANAJUATO,118,PEPINO,Pepino pickle orgánico,100,100,0,Tonelada,3005.9,30.06,10520.42,31623.34
GUANAJUATO,119,PERA,Pera s/clasificar,5,5,0,Tonelada,35,7,7500,262.5
GUANAJUATO,120,PEREJIL,Perejil s/clasificar,62,62,0,Tonelada,1382.2,22.29,5266.09,7278.79
GUANAJUATO,121,PORO (LEEK),Poro (leek) s/clasificar,22,22,0,Tonelada,322.7,14.67,4737.44,1528.77
GUANAJUATO,122,RÁBANO,Rabanito exportación,1.25,1.25,0,Tonelada,58.75,47,5750,337.81
GUANAJUATO,123,RÁBANO,Rábano s/clasificar,6,6,0,Tonelada,150,25,4269,640.35
GUANAJUATO,124,ROMERO,Romero s/clasificar,1,0,0,Tonelada,0,0,0,0
GUANAJUATO,125,ROSA (PLANTA),Rosa (planta) invernadero,8,8,0,Planta,826000,103250,8.4,6938.4
GUANAJUATO,126,SANDÍA,Sandía charleston (gray),55,55,0,Tonelada,1560,28.36,2303.85,3594
GUANAJUATO,127,SANDÍA,Sandía verde (jubilie),76,76,0,Tonelada,1956,25.74,4615.49,9027.9
GUANAJUATO,128,SEMILLA DE CEBADA GRANO,Semilla de cebada grano s/clasificar,5734,5734,0,Tonelada,31114.82,5.43,5989.43,186360.07
GUANAJUATO,129,SEMILLA DE MAÍZ GRANO,Semilla de maíz grano blanco,4397,4397,0,Tonelada,22123.6,5.03,11301.32,250025.78
GUANAJUATO,130,SEMILLA DE TRIGO GRANO,Semilla de trigo grano suave,2891,2891,0,Tonelada,15006.73,5.19,7032.92,105541.09
GUANAJUATO,131,SORGO FORRAJERO EN VERDE,Sorgo forrajero en verde s/clasificar,494,494,0,Tonelada,11127.5,22.53,531.07,5909.46
GUANAJUATO,132,SORGO GRANO,Sorgo grano s/clasificar,159694,159372,322,Tonelada,886206.99,5.56,3464.56,3070320.7
GUANAJUATO,133,TEJOCOTE,Tejocote s/clasificar,2,2,0,Tonelada,12.4,6.2,9148.65,113.44
GUANAJUATO,134,TERCIOPELO (MANOJO),Terciopelo (manojo) s/clasificar,5.5,5.5,0,Manojo,12882.5,2342.27,36,463.77
GUANAJUATO,135,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) bola invernadero,63.25,63.25,0,Tonelada,11202.08,177.11,7503.54,84055.24
GUANAJUATO,136,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) cherry invernadero,21.5,21.5,0,Tonelada,3676.75,171.01,11565.97,42525.19
GUANAJUATO,137,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) cherry invernadero exportación,90.5,90.5,0,Tonelada,13652,150.85,10511.53,143503.37
GUANAJUATO,138,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette,414.5,414.5,0,Tonelada,9874.85,23.82,6947.89,68609.34
GUANAJUATO,139,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero,339.55,339.55,0,Tonelada,48549.78,142.98,7532.94,365722.68
GUANAJUATO,140,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero exportación,9,9,0,Tonelada,1545,171.67,4909.22,7584.75
GUANAJUATO,141,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette malla sombra,50.1,50.1,0,Tonelada,8016.56,160.01,7909.1,63403.76
GUANAJUATO,142,TOMATE VERDE,Tomate verde orgánico,76,76,0,Tonelada,794,10.45,8393.83,6664.7
GUANAJUATO,143,TOMATE VERDE,Tomate verde s/clasificar,1577.65,1577.65,0,Tonelada,21715.4,13.76,4673.6,101489.07
GUANAJUATO,144,TRÉBOL,Trébol s/clasificar,2,2,0,Tonelada,124,62,570,70.68
GUANAJUATO,145,TRIGO GRANO,Trigo grano cristalino,15116.5,15116.5,0,Tonelada,108397.32,7.17,3751.49,406651.29
GUANAJUATO,146,TRIGO GRANO,Trigo grano fuerte,282,282,0,Tonelada,395.65,1.4,4000,1582.6
GUANAJUATO,147,TRIGO GRANO,Trigo grano suave,47167,47167,0,Tonelada,246380.32,5.22,3837.17,945403.43
GUANAJUATO,148,TRITICALE FORRAJERO EN VERDE,Triticale forrajero en verde s/clasificar,1908.5,1908.5,0,Tonelada,56448.25,29.58,419.88,23701.73
GUANAJUATO,149,TRITICALE GRANO,Triticale grano s/clasificar,20,20,0,Tonelada,76,3.8,4100,311.6
GUANAJUATO,150,TUNA,Tuna alfajayucan,15,15,0,Tonelada,113,7.53,3914.42,442.33
GUANAJUATO,151,TUNA,Tuna amarilla,8.5,8.5,0,Tonelada,69.42,8.17,3589.37,249.17
GUANAJUATO,152,TUNA,Tuna roja,1771.3,1771.3,0,Tonelada,21157.65,11.94,3129.3,66208.69
GUANAJUATO,153,UVA,Uva fruta,67.5,62.5,0,Tonelada,675.75,10.81,14051.58,9495.35
GUANAJUATO,154,UVA,Uva industrial,85,45,0,Tonelada,490.5,10.9,9117.84,4472.3
GUANAJUATO,155,ZANAHORIA,Zanahoria nantes,2671.5,2671.5,0,Tonelada,79951.35,29.93,2535.4,202708.77
GUANAJUATO,156,ZARZAMORA,Zarzamora macro túnel,1.5,0,0,Tonelada,0,0,0,0
GUANAJUATO,157,ZARZAMORA,Zarzamora s/clasificar,4,4,0,Tonelada,58.8,14.7,12095.89,711.24
GUANAJUATO,158,ZEMPOALXOCHITL (GRUESA),Zempoalxochitl (gruesa) s/clasificar,7.5,7.5,0,Gruesa,1034,137.87,152.02,157.19
GUERRERO,1,AGAPANDO (GRUESA),Agapando (gruesa) s/clasificar,2.5,2.5,0,Gruesa,813.1,325.24,190.5,154.9
GUERRERO,2,AGAVE,Agave mezcalero,1685.4,355.9,0,Tonelada,13385.14,37.61,2368.66,31704.8
GUERRERO,3,AGAVE,Agave tequilero,46.45,22.45,0,Tonelada,827.88,36.88,2983.79,2470.22
GUERRERO,4,AGUACATE,Aguacate criollo,834,807.7,0,Tonelada,5034.8,6.23,7713.3,38834.94
GUERRERO,5,AGUACATE,Aguacate hass,3658.43,2574.03,0,Tonelada,18551.36,7.21,12167.32,225720.38
GUERRERO,6,AJO,Ajo blanco,129.21,129.21,0,Tonelada,291.15,2.25,17491.89,5092.76
GUERRERO,7,AJONJOLÍ,Ajonjolí s/clasificar,16328.85,16306.85,22,Tonelada,14410.68,0.88,15444.28,222562.52
GUERRERO,8,ALBAHACA,Albahaca invernadero,1,1,0,Tonelada,8.64,8.64,53968.89,466.29
GUERRERO,9,ALFALFA VERDE,Alfalfa verde s/clasificar,11.65,11.65,0,Tonelada,666.87,57.24,891.89,594.77
GUERRERO,10,ANTURIOS (GRUESA),Anturios (gruesa) invernadero,1,1,0,Gruesa,1563.82,1563.82,2190.11,3424.94
GUERRERO,11,ARROZ PALAY,Arroz palay tipo morelos,396.5,396.5,0,Tonelada,2589.09,6.53,5416.72,14024.38
GUERRERO,12,ASTER (MANOJO),Aster (manojo) s/clasificar,1.43,1.43,0,Manojo,63251.09,44231.53,15.64,989.25
GUERRERO,13,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,8.35,8.35,0,Tonelada,122.57,14.68,586.21,71.85
